InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
540457,22794,sweetheart wire magazine rack,2,1/7/2011 12:26,7.95,14217,United Kingdom,15.9
540458,22661,charlotte bag dolly girl design,10,1/7/2011 12:28,0.85,12501,Germany,8.5
540459,22727,alarm clock bakelike red,12,1/7/2011 12:35,3.75,16191,United Kingdom,45
540460,21879,hearts gift tape,24,1/7/2011 12:44,0.19,15607,United Kingdom,4.56
540461,22417,pack of 60 spaceboy cake cases,24,1/7/2011 12:44,0.55,15139,United Kingdom,13.2
540462,71038,white hanging beads candle holder,24,1/7/2011 12:45,4.65,16779,United Kingdom,111.6
540463,POST,postage,2,1/7/2011 13:13,18,12489,France,36
540464,37448,ceramic cake design spotted mug,12,1/7/2011 13:17,1.25,14298,United Kingdom,15
540465,84946,antique silver tea glass etched,12,1/7/2011 13:30,1.25,17707,United Kingdom,15
540466,79321,chilli lights,72,1/7/2011 13:34,4.25,15649,United Kingdom,306
540467,21318,glass chalice blue small,6,1/7/2011 13:39,1.65,18198,United Kingdom,9.9
540469,POST,postage,4,1/7/2011 14:04,28,12484,Spain,112
540470,85159B,"white tea,coffee,sugar jars",-2,1/7/2011 14:09,5.72,14505,United Kingdom,-11.44
540471,48138,doormat union flag,4,1/7/2011 14:21,7.95,15601,United Kingdom,31.8
540472,21733,red hanging heart t-light holder,6,1/7/2011 14:22,2.95,18179,United Kingdom,17.7
540473,21389,ivory hanging decoration  bird,6,1/7/2011 14:31,0.85,17284,United Kingdom,5.1
540475,22325,mobile vintage hearts,2,1/7/2011 14:43,4.95,15311,United Kingdom,9.9
540477,21110,large cake towel pink spots,24,1/7/2011 14:49,1.95,13233,United Kingdom,46.8
540478,20711,jumbo bag toys,200,1/7/2011 14:53,1.65,15769,United Kingdom,330
540479,21080,set/20 red retrospot paper napkins,12,1/7/2011 15:19,0.85,14889,United Kingdom,10.2
540480,47594B,scotties design washbag,6,1/7/2011 15:27,1.95,12480,Germany,11.7
540481,20677,pink polkadot bowl,24,1/7/2011 15:42,1.25,16955,United Kingdom,30
540482,22906,12 message cards with envelopes,1,1/7/2011 15:48,1.65,14672,United Kingdom,1.65
540489,22469,heart of wicker small,6,1/7/2011 16:32,1.65,13593,United Kingdom,9.9
540493,85059,french enamel water basin,8,1/7/2011 16:34,1.25,14867,United Kingdom,10
540496,22819,"birthday card, retro spot",12,1/7/2011 17:18,0.42,15485,United Kingdom,5.04
540498,21485,retrospot heart hot water bottle,1,1/9/2011 10:06,4.95,17243,United Kingdom,4.95
540499,21868,potting shed tea mug,6,1/9/2011 10:21,1.25,16923,United Kingdom,7.5
540500,22084,paper chain kit empire,40,1/9/2011 10:26,2.55,15465,United Kingdom,102
540501,22344,party pizza dish pink polkadot,24,1/9/2011 10:43,0.21,13162,United Kingdom,5.04
540502,22679,french blue metal door sign 4,10,1/9/2011 10:50,1.25,13183,United Kingdom,12.5
540503,22184,cake stand victorian filigree large,-1,1/9/2011 10:59,8.5,13668,United Kingdom,-8.5
540504,22427,enamel flower jug cream,2,1/9/2011 11:02,5.95,13668,United Kingdom,11.9
540505,21407,brown check cat doorstop,3,1/9/2011 11:05,4.25,17095,United Kingdom,12.75
540506,22926,ivory giant garden thermometer,4,1/9/2011 11:12,5.95,17796,United Kingdom,23.8
540507,22111,scottie dog hot water bottle,72,1/9/2011 11:20,4.25,12939,United Kingdom,306
540508,85099F,jumbo bag strawberry,5,1/9/2011 11:20,1.95,14810,United Kingdom,9.75
540509,20728,lunch bag cars blue,10,1/9/2011 11:27,1.65,14800,United Kingdom,16.5
540510,22423,regency cakestand 3 tier,5,1/9/2011 11:32,12.75,15611,United Kingdom,63.75
540511,22227,hanging heart mirror decoration,6,1/9/2011 11:34,0.65,14472,United Kingdom,3.9
540512,21108,fairy cake flannel assorted colour,9,1/9/2011 11:39,2.55,17114,United Kingdom,22.95
540513,79321,chilli lights,8,1/9/2011 11:41,4.95,13758,United Kingdom,39.6
540514,84673B,blue fly swat,1,1/9/2011 11:43,0.65,15708,United Kingdom,0.65
540515,22193,red diner wall clock,1,1/9/2011 11:54,8.5,15059,United Kingdom,8.5
540516,90120C,green murano twist bracelet,4,1/9/2011 12:01,4.25,16326,United Kingdom,17
540517,21733,red hanging heart t-light holder,2,1/9/2011 12:02,2.95,17128,United Kingdom,5.9
540518,84050,pink heart shape egg frying pan,6,1/9/2011 12:03,1.65,14761,United Kingdom,9.9
540519,20725,lunch bag red retrospot,20,1/9/2011 12:12,1.65,12793,Portugal,33
540520,37501,tea time tea set in gift box,1,1/9/2011 12:31,6.95,17555,United Kingdom,6.95
540521,21881,cute cats tape,12,1/9/2011 12:46,0.65,12651,France,7.8
540522,70007,hi tec alpine hand warmer,30,1/9/2011 12:50,0.42,13102,United Kingdom,12.6
540523,85176,sewing susan 21 needle set,1,1/9/2011 12:51,0.85,13069,United Kingdom,0.85
540524,85123A,white hanging heart t-light holder,15,1/9/2011 12:53,2.95,16735,United Kingdom,44.25
540525,22326,round snack boxes set of4 woodland,6,1/9/2011 13:02,2.95,16833,United Kingdom,17.7
540526,21654,ridged glass finger bowl,2,1/9/2011 13:41,1.45,14606,United Kingdom,2.9
540527,21056,doctor's bag soft toy,-1,1/9/2011 13:42,8.95,14606,United Kingdom,-8.95
540528,22968,rose cottage keepsake box,1,1/9/2011 13:50,9.95,17800,United Kingdom,9.95
540529,22385,jumbo bag spaceboy design,20,1/9/2011 13:50,1.95,16748,United Kingdom,39
540530,21929,jumbo bag pink vintage paisley,10,1/9/2011 14:02,1.95,14755,United Kingdom,19.5
540531,22666,recipe box pantry yellow design,1,1/9/2011 14:03,2.95,16549,United Kingdom,2.95
540532,22849,bread bin diner style mint,2,1/9/2011 14:11,16.95,14702,United Kingdom,33.9
540533,21931,jumbo storage bag suki,4,1/9/2011 14:12,1.95,15005,United Kingdom,7.8
540534,22228,bunny wooden painted with bird,12,1/9/2011 14:17,0.85,12971,United Kingdom,10.2
540535,85023C,pink large jeweled photoframe,-1,1/9/2011 14:17,2.55,15005,United Kingdom,-2.55
540536,22676,french blue metal door sign 1,3,1/9/2011 14:21,1.25,17757,United Kingdom,3.75
540537,22960,jam making set with jars,2,1/9/2011 14:28,4.25,13565,United Kingdom,8.5
540538,79321,chilli lights,34,1/9/2011 14:36,4.25,17841,United Kingdom,144.5
540539,21733,red hanging heart t-light holder,12,1/9/2011 14:42,2.95,18260,United Kingdom,35.4
540540,21877,home sweet home mug,2,1/9/2011 15:10,1.25,17218,United Kingdom,2.5
540541,20801,large pink glass sundae dish,16,1/9/2011 15:13,0.75,15799,United Kingdom,12
540542,22639,set of 4 napkin charms hearts,6,1/9/2011 15:18,2.55,15107,United Kingdom,15.3
540543,82486,wood s/3 cabinet ant white finish,2,1/9/2011 15:23,7.95,14395,United Kingdom,15.9
540544,21578,woodland design  cotton tote bag,6,1/9/2011 15:32,2.25,18032,United Kingdom,13.5
540545,22412,metal sign neighbourhood witch,5,1/9/2011 15:35,2.1,13451,United Kingdom,10.5
540546,21832,chocolate calculator,12,1/9/2011 15:56,1.65,12766,Portugal,19.8
540547,72780,black silouette candle plate,12,1/9/2011 16:07,0.85,14911,EIRE,10.2
540548,22726,alarm clock bakelike green,4,1/9/2011 16:11,3.75,14794,United Kingdom,15
540550,22962,jam jar with pink lid,12,1/10/2011 9:11,0.85,12539,Spain,10.2
540552,22296,heart ivory trellis large,12,1/10/2011 9:44,1.65,16350,United Kingdom,19.8
540553,22858,easter tin keepsake,48,1/10/2011 9:48,1.65,12500,Germany,79.2
540554,85180A,red hearts light chain,12,1/10/2011 9:55,1.25,18171,United Kingdom,15
540555,22617,baking set spaceboy design,-1,1/10/2011 9:56,4.95,16279,United Kingdom,-4.95
540557,22523,childs garden fork pink,96,1/10/2011 9:58,0.85,12415,Australia,81.6
540561,22343,party pizza dish red retrospot,24,1/10/2011 10:32,0.21,13004,United Kingdom,5.04
540562,10125,mini funky design tapes,20,1/10/2011 10:35,0.42,12524,Germany,8.4
540563,21258,victorian sewing box large,16,1/10/2011 10:35,10.95,15100,United Kingdom,175.2
540565,22088,paper bunting coloured lace,40,1/10/2011 10:44,2.55,16422,United Kingdom,102
540566,M,manual,1,1/10/2011 10:58,6.7,17811,United Kingdom,6.7
540567,22973,children's circus parade mug,12,1/10/2011 11:09,1.65,16850,United Kingdom,19.8
540568,22413,metal sign take it or leave it,1,1/10/2011 11:22,2.95,15039,United Kingdom,2.95
540595,16235,recycled pencil with rabbit eraser,60,1/10/2011 11:35,0.21,14321,United Kingdom,12.6
540604,21977,pack of 60 pink paisley cake cases,24,1/10/2011 11:38,0.55,15326,United Kingdom,13.2
540630,48185,doormat fairy cake,1,1/10/2011 11:59,7.95,17849,United Kingdom,7.95
540634,85232B,set of 3 babushka stacking tins,-3,1/10/2011 12:02,4.95,13672,United Kingdom,-14.85
540635,22685,french blue metal door sign 0,10,1/10/2011 12:03,1.25,14229,United Kingdom,12.5
540636,20985,heart calculator,200,1/10/2011 12:04,1.06,17381,United Kingdom,212
540639,22558,clothes pegs retrospot pack 24,48,1/10/2011 12:28,1.25,13107,United Kingdom,60
540640,22424,enamel bread bin cream,1,1/10/2011 12:36,12.75,14527,United Kingdom,12.75
540641,22111,scottie dog hot water bottle,3,1/10/2011 13:20,4.95,16497,United Kingdom,14.85
540642,85169B,black love bird candle,12,1/10/2011 13:22,1.25,12681,France,15
540643,22423,regency cakestand 3 tier,-2,1/10/2011 14:08,10.95,12471,Germany,-21.9
540644,22553,plasters in tin skulls,12,1/10/2011 14:16,1.65,16303,United Kingdom,19.8
540645,85016,set of 6 vintage notelets kit,144,1/10/2011 14:20,0.65,14060,United Kingdom,93.6
540647,22457,natural slate heart chalkboard,6,1/10/2011 14:57,2.95,17406,United Kingdom,17.7
540648,84952C,mirror love bird t-light holder,12,1/10/2011 14:58,1.25,15061,United Kingdom,15
540649,85178,victorian sewing kit,72,1/10/2011 14:59,1.25,15061,United Kingdom,90
540652,22655,vintage red kitchen cabinet,-1,1/10/2011 15:04,265.5,17406,United Kingdom,-265.5
540653,22655,vintage red kitchen cabinet,2,1/10/2011 15:07,125,17406,United Kingdom,250
540662,84879,assorted colour bird ornament,32,1/10/2011 15:16,1.69,13767,United Kingdom,54.08
540664,22654,deluxe sewing kit,2,1/10/2011 15:18,5.95,15044,United Kingdom,11.9
540671,84978,hanging heart jar t-light holder,108,1/10/2011 15:35,1.06,17739,United Kingdom,114.48
540672,22570,feltcraft cushion rabbit,8,1/10/2011 15:51,3.75,15281,United Kingdom,30
540680,21773,decorative rose bathroom bottle,24,1/10/2011 16:24,0.42,15311,United Kingdom,10.08
540682,37342,polkadot coffee cup & saucer pink,24,1/10/2011 16:29,0.85,16112,United Kingdom,20.4
540687,21500,pink polkadot wrap,25,1/10/2011 17:18,0.42,15867,United Kingdom,10.5
540688,POST,postage,5,1/11/2011 7:57,18,12736,France,90
540689,21733,red hanging heart t-light holder,860,1/11/2011 8:43,3.24,17450,United Kingdom,2786.4
540690,22222,cake plate lovebird white,12,1/11/2011 8:45,1.95,13473,United Kingdom,23.4
540691,22889,number tile vintage font no,24,1/11/2011 8:50,2.17,17450,United Kingdom,52.08
540692,21791,vintage heads and tails card game,12,1/11/2011 9:12,1.25,14320,United Kingdom,15
540697,22113,grey heart hot water bottle,4,1/11/2011 9:20,3.75,16670,United Kingdom,15
540698,22350,illustrated cat bowl,30,1/11/2011 9:24,2.69,17450,United Kingdom,80.7
540700,21581,skulls  design  cotton tote bag,6,1/11/2011 9:47,2.25,12393,Australia,13.5
540701,22113,grey heart hot water bottle,36,1/11/2011 9:48,3.39,15640,United Kingdom,122.04
540702,85159A,"black tea,coffee,sugar jars",12,1/11/2011 9:58,1.25,13491,United Kingdom,15
540703,22333,retrospot party bag + sticker set,48,1/11/2011 9:58,1.45,14135,United Kingdom,69.6
540704,82486,wood s/3 cabinet ant white finish,2,1/11/2011 10:04,7.95,17742,United Kingdom,15.9
540732,22264,felt farm animal white bunny,48,1/11/2011 10:19,0.19,16122,United Kingdom,9.12
540750,22386,jumbo bag pink polkadot,10,1/11/2011 10:26,1.95,16351,United Kingdom,19.5
540753,22171,3 hook photo shelf antique white,2,1/11/2011 10:31,8.5,14217,United Kingdom,17
540768,85184C,s/4 valentine decoupage heart box,216,1/11/2011 10:38,1.25,17428,United Kingdom,270
540769,22961,jam making set printed,12,1/11/2011 10:38,1.45,12601,Germany,17.4
540770,48185,doormat fairy cake,4,1/11/2011 10:40,7.95,13468,United Kingdom,31.8
540777,22423,regency cakestand 3 tier,5,1/11/2011 11:15,12.75,13144,United Kingdom,63.75
540779,21755,love building block word,3,1/11/2011 11:18,5.95,15346,United Kingdom,17.85
540780,22423,regency cakestand 3 tier,-23,1/11/2011 11:19,10.95,14299,United Kingdom,-251.85
540781,22963,jam jar with green lid,-8,1/11/2011 11:22,0.85,16875,United Kingdom,-6.8
540782,22381,toy tidy pink polkadot,10,1/11/2011 11:32,2.1,15370,United Kingdom,21
540783,84029E,red woolly hottie white heart.,-8,1/11/2011 11:38,3.75,17629,United Kingdom,-30
540785,84997B,red 3 piece retrospot cutlery set,144,1/11/2011 11:39,3.39,12557,Spain,488.16
540784,84766,silver rococo candle stick,-12,1/11/2011 11:39,1.95,13126,United Kingdom,-23.4
540786,22156,heart decoration with pearls,-3,1/11/2011 11:42,0.85,15194,United Kingdom,-2.55
540787,22364,glass jar digestive biscuits,-12,1/11/2011 11:45,2.55,13408,United Kingdom,-30.6
540788,84813,set of 4 diamond napkin rings,-1,1/11/2011 11:46,3.95,13576,United Kingdom,-3.95
540789,POST,postage,2,1/11/2011 11:48,18,12643,France,36
540790,85170D,set/6 pink bird t-light candles,-2,1/11/2011 11:48,0.85,16145,United Kingdom,-1.7
540791,22780,light garland butterfiles pink,-1,1/11/2011 11:49,4.25,13534,United Kingdom,-4.25
540792,22725,alarm clock bakelike chocolate,-1,1/11/2011 11:50,3.75,16203,United Kingdom,-3.75
540793,POST,postage,-1,1/11/2011 11:53,3,14295,United Kingdom,-3
540794,22460,embossed glass tealight holder,1,1/11/2011 11:54,1.25,16034,United Kingdom,1.25
540795,22191,ivory diner wall clock,2,1/11/2011 12:00,8.5,13078,United Kingdom,17
540796,22168,organiser wood antique white,-1,1/11/2011 12:03,8.5,15107,United Kingdom,-8.5
540797,22168,organiser wood antique white,1,1/11/2011 12:05,8.5,15107,United Kingdom,8.5
540798,22266,easter decoration hanging bunny,3,1/11/2011 12:11,0.65,17365,United Kingdom,1.95
540799,21559,strawberry lunch box with cutlery,3,1/11/2011 12:12,2.55,17365,United Kingdom,7.65
540800,21775,decorative flore bathroom bottle,48,1/11/2011 12:20,0.42,13798,United Kingdom,20.16
540801,22077,6 ribbons rustic charm,24,1/11/2011 12:25,1.65,12540,Spain,39.6
540802,22423,regency cakestand 3 tier,16,1/11/2011 12:29,10.95,15189,United Kingdom,175.2
540803,84929,asstd fruit+flowers fridge magnets,24,1/11/2011 12:30,0.55,14669,United Kingdom,13.2
540809,22364,glass jar digestive biscuits,6,1/11/2011 12:37,2.95,18095,United Kingdom,17.7
540813,16207B,pink heart red handbag,2,1/11/2011 12:41,2.95,14669,United Kingdom,5.9
540814,20914,set/5 red retrospot lid glass bowls,-1,1/11/2011 12:50,2.95,15518,United Kingdom,-2.95
540815,85123A,white hanging heart t-light holder,1930,1/11/2011 12:55,2.55,15749,United Kingdom,4921.5
540816,21918,set 12 kids colour  chalk sticks,6,1/11/2011 12:55,0.42,15518,United Kingdom,2.52
540817,21733,red hanging heart t-light holder,6,1/11/2011 12:56,2.95,14209,United Kingdom,17.7
540818,47556B,tea time tea towels,1300,1/11/2011 12:57,2.55,15749,United Kingdom,3315
540819,22660,doormat i love london,3,1/11/2011 13:06,7.95,15518,United Kingdom,23.85
540820,22659,lunch box i love london,-6,1/11/2011 13:09,1.95,15518,United Kingdom,-11.7
540822,22780,light garland butterfiles pink,4,1/11/2011 13:25,4.25,16042,United Kingdom,17
540823,22473,tv dinner tray vintage paisley,80,1/11/2011 13:26,1.95,15569,United Kingdom,156
540824,21108,fairy cake flannel assorted colour,9,1/11/2011 13:31,2.55,12728,France,22.95
540825,79323P,pink cherry lights,4,1/11/2011 13:54,6.75,13672,United Kingdom,27
540826,22988,soldiers egg cup,12,1/11/2011 14:00,1.25,13102,United Kingdom,15
540827,22470,heart of wicker large,6,1/11/2011 14:15,2.95,17569,United Kingdom,17.7
540829,84970S,hanging heart zinc t-light holder,36,1/11/2011 14:38,0.85,13784,United Kingdom,30.6
540834,22720,set of 3 cake tins pantry design,24,1/11/2011 14:50,4.25,14733,United Kingdom,102
540835,22355,charlotte bag suki design,10,1/11/2011 15:00,0.85,12724,France,8.5
540837,21733,red hanging heart t-light holder,-1,1/11/2011 15:02,2.55,14733,United Kingdom,-2.55
540838,22930,baking mould heart milk chocolate,6,1/11/2011 15:13,2.55,13862,United Kingdom,15.3
540839,22292,hanging chick  yellow decoration,3,1/11/2011 15:42,1.45,16791,United Kingdom,4.35
540840,48187,doormat new england,2,1/11/2011 15:42,7.95,16235,United Kingdom,15.9
540841,POST,postage,-1,1/11/2011 16:14,12.99,15602,United Kingdom,-12.99
540842,22178,victorian glass hanging t-light,48,1/11/2011 16:16,1.25,15602,United Kingdom,60
540843,22178,victorian glass hanging t-light,-48,1/11/2011 16:21,1.25,15602,United Kingdom,-60
540844,22087,paper bunting white lace,12,1/11/2011 16:24,2.95,12971,United Kingdom,35.4
540845,22970,london bus coffee mug,-4,1/11/2011 16:57,2.1,16191,United Kingdom,-8.4
540846,37342,polkadot coffee cup & saucer pink,-24,1/11/2011 16:59,0.85,13162,United Kingdom,-20.4
540847,22198,large popcorn holder,-6,1/11/2011 17:35,1.65,13458,United Kingdom,-9.9
540849,22502,picnic basket wicker small,4,1/12/2011 9:33,5.95,14270,United Kingdom,23.8
540850,21231,sweetheart ceramic trinket box,-1,1/12/2011 9:41,1.25,12665,Germany,-1.25
540851,21361,love large wood letters,1,1/12/2011 9:43,12.75,12523,France,12.75
540852,84078A,set/4 white retro storage cubes,-12,1/12/2011 9:48,34.95,15197,United Kingdom,-419.4
540853,22634,childs breakfast set spaceboy,-1,1/12/2011 9:52,9.95,12413,France,-9.95
540855,82581,toilet metal sign,12,1/12/2011 10:14,0.55,16353,United Kingdom,6.6
540856,21354,toast its - best mum,12,1/12/2011 10:16,1.25,16655,United Kingdom,15
540857,22966,gingerbread man cookie cutter,12,1/12/2011 10:20,1.25,16779,United Kingdom,15
540858,84836,zinc metal heart decoration,36,1/12/2011 10:49,1.25,16359,United Kingdom,45
540859,21239,pink  polkadot cup,8,1/12/2011 10:58,0.85,17965,United Kingdom,6.8
540860,35400,wooden box advent calendar,-1,1/12/2011 11:04,8.95,15953,United Kingdom,-8.95
540862,22464,hanging metal heart lantern,12,1/12/2011 11:18,1.65,15953,United Kingdom,19.8
540866,20674,green polkadot bowl,16,1/12/2011 11:21,1.25,17324,United Kingdom,20
540895,21217,red retrospot round cake tins,-1,1/12/2011 11:45,9.95,17095,United Kingdom,-9.95
540900,22189,cream heart card holder,4,1/12/2011 11:46,3.95,12712,Germany,15.8
540906,35004C,set of 3 coloured  flying ducks,12,1/12/2011 11:51,4.65,16701,United Kingdom,55.8
540907,22962,jam jar with pink lid,12,1/12/2011 11:52,0.85,13488,United Kingdom,10.2
540908,82001S,vinyl record frame silver,48,1/12/2011 11:53,3.39,12980,United Kingdom,162.72
540915,22629,spaceboy lunch box,12,1/12/2011 12:00,1.95,13267,United Kingdom,23.4
540937,POST,postage,-1,1/12/2011 12:09,7.06,14748,United Kingdom,-7.06
540939,22467,gumball coat rack,1,1/12/2011 12:10,2.1,15061,United Kingdom,2.1
540938,85178,victorian sewing kit,-48,1/12/2011 12:10,0.85,15061,United Kingdom,-40.8
540940,21781,ma campagne cutlery box,1,1/12/2011 12:12,14.95,18109,United Kingdom,14.95
540942,85066,cream sweetheart mini chest,-2,1/12/2011 12:30,10.95,13113,United Kingdom,-21.9
540943,22947,wooden advent calendar red,2,1/12/2011 12:31,16.95,17841,United Kingdom,33.9
540944,22822,cream wall planter heart shaped,-1,1/12/2011 12:40,5.95,16554,United Kingdom,-5.95
540945,22322,bird decoration green polkadot,1,1/12/2011 12:41,0.85,16554,United Kingdom,0.85
540946,22511,retrospot babushka doorstop,8,1/12/2011 12:43,1.25,12359,Cyprus,10
540947,22456,natural slate chalkboard large,18,1/12/2011 12:43,4.25,15939,United Kingdom,76.5
540948,22941,christmas lights 10 reindeer,-2,1/12/2011 12:47,8.5,13093,United Kingdom,-17
540949,22962,jam jar with pink lid,-2,1/12/2011 12:49,0.85,13093,United Kingdom,-1.7
540950,22960,jam making set with jars,-1,1/12/2011 12:51,4.25,18226,United Kingdom,-4.25
